alert_id,timestamp,source_ip,destination_ip,label,severity,mitre_tactic,mitre_technique,mitre_conf,shap_feat_1,shap_val_1,shap_feat_2,shap_val_2,shap_feat_3,shap_val_3,shap_feat_4,shap_val_4,shap_feat_5,shap_val_5
198,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.5614,Fwd IAT Mean,-0.907,Total Length of Fwd Packets,-0.8235,Flow IAT Mean,0.4908,Flow Bytes/s,-0.4301
199,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,3.1471,Fwd Packet Length Std,-0.5629,Fwd IAT Mean,0.4394,Bwd Packet Length Min,-0.4302,Bwd Packet Length Max,-0.4119
200,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.0828,Flow Packets/s,-0.962,Flow IAT Min,-0.8917,Flow IAT Max,0.7647,Bwd Packet Length Min,-0.7185
201,2026-07-27 10:00:00,172.16.0.46,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.8922,Destination Port,-0.5951,Total Length of Fwd Packets,-0.5507,Flow IAT Std,0.4453,Flow Bytes/s,0.4238
202,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,10.1503,Bwd Packet Length Max,3.3824,Fwd Packet Length Std,-1.1971,Flow IAT Max,-1.0066,Flow Duration,-0.9801
203,2026-07-27 10:00:00,172.16.0.8,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,82.8225,Flow Duration,-4.5287,Flow Bytes/s,-4.0756,Bwd Packet Length Max,-3.9868,Fwd IAT Total,-3.9147
204,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.4048,Flow Duration,5.0195,Flow Bytes/s,2.1122,Total Length of Fwd Packets,-1.3385,Fwd Packet Length Max,-1.1693
205,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.2365,Bwd Packet Length Mean,-0.9161,Fwd IAT Mean,0.8031,Flow Packets/s,-0.7292,Bwd Packet Length Std,-0.7089
206,2026-07-27 10:00:00,172.16.0.67,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.5224,Flow Duration,-9.924,Fwd Packet Length Std,-9.4813,Flow Bytes/s,-9.2052,Total Length of Fwd Packets,-9.1938
207,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Bwd Packet Length Min,0.1228,Flow IAT Std,-0.1068,Flow Duration,0.1031,Total Fwd Packets,-0.0817,Flow Bytes/s,0.0805
208,2026-07-27 10:00:00,172.16.0.98,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.4515,Fwd Packet Length Max,2.8986,Fwd Packet Length Std,-1.0468,Bwd Packet Length Min,-0.8566,Total Length of Bwd Packets,-0.8347
209,2026-07-27 10:00:00,172.16.0.61,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,7.0825,Fwd Packet Length Max,2.2308,Fwd IAT Total,-1.2568,Flow Duration,-1.0449,Total Length of Bwd Packets,-0.855
210,2026-07-27 10:00:00,172.16.0.17,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.2911,Flow Duration,-0.5316,Bwd Packet Length Min,-0.2798,Bwd Packet Length Std,0.2587,Flow IAT Min,-0.2535
211,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,52.0,Flow IAT Std,-0.1284,Fwd IAT Total,-0.1102,Fwd Packet Length Std,0.0827,Bwd Packet Length Std,0.0766,Fwd IAT Mean,0.0748
212,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,3.4768,Bwd Packet Length Max,-0.8957,Total Length of Fwd Packets,-0.8747,Total Backward Packets,-0.5647,Fwd Packet Length Max,-0.5294
213,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.2949,Flow IAT Mean,0.8404,Total Length of Fwd Packets,-0.5701,Total Fwd Packets,-0.4896,Flow IAT Min,-0.4688
214,2026-07-27 10:00:00,172.16.0.70,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.8087,Fwd Packet Length Max,1.8128,Flow Duration,-0.8782,Total Fwd Packets,-0.8058,Destination Port,0.7339
215,2026-07-27 10:00:00,172.16.0.17,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Destination Port,-0.5931,Fwd Packet Length Mean,-0.5131,Total Backward Packets,0.4871,Total Fwd Packets,-0.4309,Fwd Packet Length Max,0.3945
216,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,3.0766,Bwd Packet Length Max,0.8165,Flow IAT Std,0.7826,Fwd Packet Length Std,-0.7377,Flow IAT Max,-0.666
217,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.3521,Flow Duration,4.5409,Flow Bytes/s,1.0783,Bwd Packet Length Max,-0.9926,Fwd IAT Mean,-0.9262
218,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,3.1037,Fwd Packet Length Min,-0.6213,Destination Port,0.5747,Total Length of Fwd Packets,-0.5176,Bwd Packet Length Mean,-0.4446
219,2026-07-27 10:00:00,172.16.0.62,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.2233,Flow Duration,-1.1017,Flow Packets/s,1.0316,Bwd Packet Length Std,-0.6775,Flow Bytes/s,-0.6347
220,2026-07-27 10:00:00,172.16.0.89,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.845,Fwd Packet Length Max,1.9432,Flow Duration,-0.8061,Destination Port,0.7607,Flow IAT Mean,-0.5021
221,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.3674,Bwd Packet Length Max,3.0947,Fwd IAT Mean,-1.1612,Total Length of Fwd Packets,-0.9479,Flow IAT Min,-0.8354
222,2026-07-27 10:00:00,172.16.0.22,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Destination Port,-0.5537,Total Backward Packets,0.3908,Flow Bytes/s,-0.3727,Fwd Packet Length Min,-0.3609,Fwd Packet Length Std,0.3572
223,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,5.6983,Fwd IAT Total,5.4027,Flow IAT Max,-1.4906,Destination Port,-1.2891,Flow IAT Min,-0.9231
224,2026-07-27 10:00:00,172.16.0.50,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.3169,Destination Port,-0.4967,Fwd IAT Mean,-0.4698,Flow Bytes/s,-0.3371,Fwd Packet Length Max,-0.3296
225,2026-07-27 10:00:00,172.16.0.77,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.3832,Fwd Packet Length Max,2.0892,Destination Port,0.7693,Flow Bytes/s,-0.714,Bwd Packet Length Max,-0.6585
226,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.5912,Fwd IAT Total,-1.4466,Flow IAT Mean,1.0774,Bwd Packet Length Max,-0.6602,Fwd Packet Length Mean,-0.5604
227,2026-07-27 10:00:00,172.16.0.98,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.285,Destination Port,-0.4699,Bwd Packet Length Max,-0.3937,Bwd Packet Length Std,-0.3795,Flow Bytes/s,-0.3744
228,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.5431,Flow Duration,4.7269,Flow Bytes/s,1.5224,Flow IAT Max,-1.2464,Flow Packets/s,-1.1512
229,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Bytes/s,0.69,Flow Duration,0.5988,Bwd Packet Length Max,-0.4589,Total Backward Packets,-0.3947,Bwd Packet Length Mean,-0.3732
230,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,6.0926,Fwd IAT Total,5.7571,Flow Bytes/s,1.2166,Bwd Packet Length Std,-0.9868,Fwd Packet Length Max,-0.915
231,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,6.5716,Fwd IAT Total,4.7964,Destination Port,-1.1335,Fwd Packet Length Mean,-1.0211,Total Length of Fwd Packets,-0.9434
232,2026-07-27 10:00:00,172.16.0.8,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,82.893,Flow Duration,-4.444,Fwd IAT Total,-3.9135,Flow Bytes/s,-3.8738,Fwd Packet Length Std,-3.8329
233,2026-07-27 10:00:00,172.16.0.38,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.1918,Flow Packets/s,1.5318,Flow Duration,-1.0886,Total Length of Fwd Packets,-0.9172,Total Fwd Packets,-0.82
234,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,4.0273,Fwd Packet Length Std,-0.7918,Total Length of Fwd Packets,-0.6108,Total Backward Packets,-0.5966,Flow Bytes/s,-0.5904
235,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,4.1246,Destination Port,-0.8186,Fwd Packet Length Min,-0.499,Fwd IAT Mean,-0.4823,Bwd Packet Length Std,-0.4298
236,2026-07-27 10:00:00,172.16.0.77,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.4443,Fwd Packet Length Max,3.1385,Fwd Packet Length Std,-0.9587,Total Fwd Packets,-0.8729,Fwd Packet Length Mean,-0.7926
237,2026-07-27 10:00:00,172.16.0.66,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.1972,Bwd Packet Length Max,-0.5473,Flow Duration,-0.5409,Total Backward Packets,-0.3437,Fwd Packet Length Std,-0.3103
238,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.2318,Flow Duration,4.5428,Total Length of Fwd Packets,-1.041,Fwd Packet Length Min,-1.0077,Total Length of Bwd Packets,-0.9829
239,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,52.0,Flow Bytes/s,0.1529,Total Backward Packets,0.0915,Bwd Packet Length Max,0.0907,Destination Port,-0.0886,Flow IAT Max,-0.0876
240,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.4119,Flow IAT Mean,0.8897,Bwd Packet Length Min,-0.7368,Total Backward Packets,-0.7363,Fwd Packet Length Max,-0.6908
241,2026-07-27 10:00:00,172.16.0.87,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.4445,Destination Port,-0.5057,Fwd IAT Mean,-0.4483,Fwd Packet Length Max,-0.3791,Total Fwd Packets,-0.355
242,2026-07-27 10:00:00,172.16.0.55,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.8289,Destination Port,1.3744,Total Length of Bwd Packets,-0.8276,Flow Duration,-0.5472,Fwd IAT Mean,-0.4197
243,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.3405,Flow Packets/s,-0.8299,Flow IAT Std,0.6948,Flow IAT Mean,0.6083,Flow IAT Max,-0.5327
244,2026-07-27 10:00:00,172.16.0.8,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Destination Port,-0.4824,Bwd Packet Length Min,0.3913,Total Backward Packets,0.3609,Flow Packets/s,-0.3534,Total Length of Bwd Packets,0.353
245,2026-07-27 10:00:00,172.16.0.63,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,7.2152,Fwd Packet Length Max,2.0723,Fwd Packet Length Mean,-0.9822,Flow Packets/s,-0.8329,Flow Bytes/s,-0.8076
246,2026-07-27 10:00:00,172.16.0.41,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.6088,Flow Duration,-0.5916,Fwd IAT Mean,-0.4819,Bwd Packet Length Max,-0.3575,Total Fwd Packets,-0.2803
247,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,72.0,Destination Port,0.139,Fwd Packet Length Max,0.0898,Total Length of Fwd Packets,0.0869,Fwd Packet Length Min,-0.0821,Flow Bytes/s,-0.0744
248,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.9684,Total Fwd Packets,-0.7035,Destination Port,0.6736,Flow Packets/s,-0.5169,Bwd Packet Length Mean,-0.4069
249,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,0.8607,Fwd Packet Length Std,-0.5958,Fwd Packet Length Mean,-0.5473,Total Length of Bwd Packets,-0.5044,Flow Bytes/s,0.3745
250,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.7301,Flow IAT Std,-0.6463,Total Fwd Packets,-0.5259,Fwd IAT Total,-0.5198,Fwd Packet Length Mean,-0.5185
251,2026-07-27 10:00:00,172.16.0.94,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,6.6559,Fwd Packet Length Max,2.0265,Fwd Packet Length Std,-1.015,Total Length of Bwd Packets,-0.8734,Bwd Packet Length Max,-0.7533
252,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.2638,Fwd Packet Length Mean,-0.6839,Total Fwd Packets,0.6138,Flow IAT Mean,0.6134,Destination Port,-0.5918
253,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.0034,Destination Port,0.5811,Total Fwd Packets,-0.5071,Fwd IAT Total,0.4828,Fwd Packet Length Min,-0.4438
254,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.0121,Flow Duration,4.0382,Flow Bytes/s,1.3879,Fwd Packet Length Mean,-1.1012,Total Length of Fwd Packets,-0.9625
255,2026-07-27 10:00:00,172.16.0.91,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Destination Port,-0.3922,Fwd IAT Mean,0.3521,Total Length of Fwd Packets,0.2429,Fwd Packet Length Std,-0.2318,Total Backward Packets,0.2228
256,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.8315,Destination Port,-0.7247,Flow Packets/s,-0.6514,Bwd Packet Length Min,-0.6404,Flow IAT Mean,0.6241
257,2026-07-27 10:00:00,172.16.0.85,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.96,Fwd Packet Length Max,1.6072,Flow IAT Min,-0.9064,Flow Duration,-0.8772,Destination Port,0.839
258,2026-07-27 10:00:00,172.16.0.75,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.5983,Fwd Packet Length Max,1.5739,Total Backward Packets,-1.0874,Fwd IAT Mean,-0.8686,Fwd IAT Total,-0.846
259,2026-07-27 10:00:00,172.16.0.75,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.0021,Destination Port,-0.4769,Fwd Packet Length Mean,-0.3833,Total Length of Bwd Packets,0.3055,Flow Packets/s,0.2974
260,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,0.9404,Destination Port,-0.7315,Total Backward Packets,0.511,Flow Packets/s,-0.4907,Fwd IAT Mean,-0.334
261,2026-07-27 10:00:00,172.16.0.47,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.7117,Fwd Packet Length Max,3.5317,Flow Duration,-0.9612,Fwd IAT Total,-0.7986,Flow IAT Max,-0.7809
262,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Fwd Packet Length Mean,-0.8435,Flow Duration,0.7673,Flow IAT Min,-0.5559,Bwd Packet Length Max,0.5125,Fwd IAT Mean,-0.463
263,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,70.0,Destination Port,0.0953,Fwd Packet Length Std,-0.0952,Fwd IAT Mean,0.0936,Total Length of Bwd Packets,-0.0866,Flow IAT Mean,-0.0847
264,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.0183,Flow Packets/s,-0.5369,Flow IAT Max,-0.5311,Bwd Packet Length Max,-0.4746,Fwd IAT Mean,-0.4739
265,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.345,Fwd IAT Mean,-0.6219,Bwd Packet Length Std,0.6185,Bwd Packet Length Max,-0.6097,Fwd IAT Total,0.5044
266,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.7775,Bwd Packet Length Max,-0.9112,Flow IAT Mean,0.9058,Flow Packets/s,-0.5718,Fwd Packet Length Std,-0.4728
267,2026-07-27 10:00:00,172.16.0.50,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.2905,Destination Port,-0.5716,Total Length of Fwd Packets,0.521,Flow Packets/s,-0.3061,Fwd Packet Length Max,-0.2942
268,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,56.00000000000001,Total Length of Fwd Packets,0.1129,Flow IAT Mean,-0.1025,Fwd IAT Mean,-0.077,Bwd Packet Length Std,-0.0756,Flow IAT Min,0.0719
269,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.6936,Flow IAT Mean,0.8941,Bwd Packet Length Max,-0.7076,Fwd Packet Length Std,-0.5882,Flow IAT Max,-0.5564
270,2026-07-27 10:00:00,172.16.0.50,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.8678,Fwd Packet Length Max,3.0978,Flow Duration,-0.7719,Total Backward Packets,-0.7648,Flow IAT Min,-0.667
271,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,40.0,Flow Duration,0.12,Bwd Packet Length Std,-0.096,Flow Packets/s,-0.0911,Bwd Packet Length Min,0.0761,Fwd Packet Length Mean,-0.0708
272,2026-07-27 10:00:00,172.16.0.65,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.2387,Fwd Packet Length Max,0.9247,Destination Port,0.7906,Total Backward Packets,-0.7813,Flow IAT Min,-0.6065
273,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Total Length of Fwd Packets,0.1337,Flow IAT Max,-0.1223,Flow IAT Mean,0.1017,Total Length of Bwd Packets,-0.0643,Fwd IAT Mean,-0.0575
274,2026-07-27 10:00:00,172.16.0.52,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.392,Fwd Packet Length Max,2.3775,Total Fwd Packets,-0.9557,Fwd IAT Mean,-0.8294,Destination Port,0.693
275,2026-07-27 10:00:00,172.16.0.4,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,3.9458,Fwd Packet Length Max,2.3191,Flow Packets/s,-0.7945,Destination Port,0.7839,Flow Duration,-0.7013
276,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.0421,Flow IAT Mean,1.2849,Bwd Packet Length Min,-0.9162,Total Backward Packets,-0.7765,Flow IAT Max,-0.6204
277,2026-07-27 10:00:00,172.16.0.93,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.3077,Destination Port,-0.5556,Flow Duration,0.3887,Fwd Packet Length Min,0.3656,Flow IAT Max,-0.3348
278,2026-07-27 10:00:00,172.16.0.85,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.0761,Fwd Packet Length Max,2.8418,Fwd Packet Length Mean,-0.7985,Destination Port,0.7272,Bwd Packet Length Std,-0.6502
279,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.9736,Total Length of Bwd Packets,-0.5906,Destination Port,-0.5628,Flow Bytes/s,0.4286,Bwd Packet Length Std,0.363
280,2026-07-27 10:00:00,172.16.0.28,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,10.2283,Flow Packets/s,1.8408,Flow Duration,-1.1322,Flow IAT Max,-0.7734,Flow IAT Std,-0.7238
281,2026-07-27 10:00:00,172.16.0.87,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.4776,Fwd Packet Length Max,2.1672,Flow Bytes/s,-0.9317,Fwd IAT Total,-0.891,Flow IAT Std,-0.8055
282,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,50.0,Fwd IAT Total,0.1883,Flow IAT Std,-0.1083,Fwd IAT Mean,0.1054,Flow Packets/s,-0.0841,Flow IAT Mean,-0.0833
283,2026-07-27 10:00:00,172.16.0.12,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.6121,Total Length of Fwd Packets,-0.5463,Destination Port,-0.5382,Fwd IAT Total,0.4155,Bwd Packet Length Std,0.3684
284,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Destination Port,-0.1805,Flow IAT Std,-0.1257,Flow Duration,0.1039,Flow Bytes/s,0.1031,Flow IAT Mean,0.1006
285,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,50.0,Destination Port,-0.1186,Fwd Packet Length Std,-0.0957,Fwd Packet Length Mean,-0.0939,Flow IAT Mean,0.0877,Total Backward Packets,0.0595
286,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Fwd Packet Length Min,-0.1099,Bwd Packet Length Mean,-0.0893,Flow IAT Mean,0.089,Destination Port,0.0841,Flow Packets/s,-0.0838
287,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,3.5856,Total Length of Fwd Packets,-0.6579,Fwd Packet Length Std,-0.5203,Total Length of Bwd Packets,-0.5084,Total Backward Packets,-0.4945
288,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.6936,Fwd Packet Length Std,-0.6773,Total Backward Packets,-0.6631,Bwd Packet Length Max,-0.5944,Flow IAT Max,-0.4541
289,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,5.2702,Fwd IAT Total,4.5738,Flow Bytes/s,2.2839,Destination Port,-1.4284,Flow IAT Min,-1.202
290,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.0069,Bwd Packet Length Max,3.8134,Flow Packets/s,-1.2996,Flow IAT Mean,-1.0291,Bwd Packet Length Min,-0.9188
291,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.6978,Bwd Packet Length Max,3.8366,Fwd Packet Length Std,-0.9634,Fwd Packet Length Min,-0.9391,Flow Bytes/s,-0.8798
292,2026-07-27 10:00:00,172.16.0.37,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.7292,Destination Port,-0.5132,Flow Bytes/s,-0.4927,Bwd Packet Length Max,-0.4005,Fwd IAT Total,0.3684
293,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.2329,Total Fwd Packets,-0.6281,Flow Packets/s,-0.6059,Destination Port,-0.5743,Total Length of Fwd Packets,0.4262
294,2026-07-27 10:00:00,172.16.0.47,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,6.0812,Fwd Packet Length Max,2.3441,Fwd IAT Total,-1.0977,Flow IAT Std,-0.8082,Flow IAT Max,-0.7889
295,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.759,Fwd Packet Length Min,-0.6164,Total Length of Bwd Packets,-0.6058,Fwd IAT Mean,-0.5932,Bwd Packet Length Std,-0.4722
296,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,3.186,Flow IAT Std,-1.1066,Fwd Packet Length Min,-0.7403,Destination Port,0.5374,Flow IAT Min,-0.4908
